game_name,reviews_like_rate,all_reviews_number,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads
ROUNDS,95,29344,"1 Apr, 2021",Landfall,"Fighting, 2D, Roguelike, Action",win,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese",2.99,"Online PvP, Shared/Split Screen PvP, Remote Play Together, Family Sharing",10,3.72,3,24,1900000
X Invader,75,515,"13 Aug, 2024",ALLAF GAMES,"Shooter, Action, Roguelike",win,"English, Korean, Simplified Chinese, Portuguese - Brazil, French, German, Spanish - Spain, Japanese, Traditional Chinese",2.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,2.65,3,16,42000
Yooka-Laylee,77,2781,"11 Apr, 2017",Playtonic Games,"Platformer, Adventure","win, mac, linux","English, French, Italian, German, Spanish - Spain, Russian, Japanese, Simplified Chinese, Korean",10.49,"Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Remote Play on TV, Remote Play Together, Family Sharing",10,3.58,3,26,737000
Potionomics,90,6332,"17 Oct, 2022",Voracious Games,"Management, Simulation, RPG, Card Game",win,"English, German, Japanese, Korean, Simplified Chinese, Traditional Chinese",17.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,3.71,3,38,303400
SURVIVAL: Postapocalypse Now,55,7807,"3 Dec, 2019",TB Games,"Crafting, Survival, Open World, FPS, Simulation",win,"English, Russian, German",14.99,"Single-player, Online PvP, Steam Achievements, Family Sharing",13,1.66,3,21,270200
Only Up: With Friends,69,1337,"17 Aug, 2023",NoGlyph Games,Platformer,win,English,2.99,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",10,1.86,5,13,141000
Realms of Magic,80,944,"20 Jul, 2022",Polished Games,"RPG, Open World, Survival, Crafting, Adventure",win,English,9.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,2.73,4,49,48900
Creepy Tale,87,2216,"21 Feb, 2020",Creepy Brothers,"Puzzle, Platformer, Stealth","win, mac, linux","English, Russian, Traditional Chinese, Simplified Chinese, German, Portuguese - Portugal, Portuguese - Brazil, Spanish - Spain, Spanish - Latin America, Italian, Turkish, French",2.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",13,2.95,1,2,213000
Fight School Simulator,90,164,"19 Feb, 2025",Queen Developer,"Simulation, Action, FPS, RPG","win, mac","English, Simplified Chinese, Japanese, Russian, Turkish, Spanish - Latin America, German, Italian, Portuguese - Portugal, French, Portuguese - Brazil, Korean, Polish, Spanish - Spain, Indonesian",2.99,"Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",13,3.96,2,7,13500
"Whack the Serial Killer 20 Ways plus Neighbour, Burglars...",83,54,"7 Apr, 2018",Whack It,Action,win,English,2.99,"Single-player, Family Sharing",17,2.58,2,4,5000
Windowkill,96,2798,"23 Feb, 2024",torcado,"Action, Roguelike, 2D","win, linux","English, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Filipino, Turkish, Ukrainian, Hungarian, Indonesian, Vietnamese, Basque, Belarusian, Hindi, Persian, Slovenian",2.99,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play Together, Family Sharing",0,4.61,4,13,195700
Cossacks: Back to War,88,2441,"1 Nov, 2002",GSC Game World,"Strategy, War",win,"English, French, German, Russian",2.99,"Single-player, Family Sharing",13,4.05,4,67,427000
Car Mechanic Shop Simulator,62,62,"5 Mar, 2025",Digital Melody,"Simulation, Realistic",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Turkish, Arabic, Dutch, Portuguese - Portugal, Ukrainian, Slovak, Simplified Chinese, Traditional Chinese",2.99,"Single-player, Family Sharing",0,1.98,3,14,4800
Little Inferno,96,8338,"19 Nov, 2012",Tomorrow Corporation,"Puzzle, Adventure","win, mac, linux","English, Dutch, French, German, Spanish - Spain, Italian, Portuguese - Brazil, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Ukrainian",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.5,1,8,867100
Pure Sniper,58,153,"12 Jun, 2023",Miniclip Derby,"Action, FPS",win,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Portuguese - Portugal, Russian, Simplified Chinese, Traditional Chinese, Turkish",0.0,"Single-player, Online PvP, In-App Purchases",13,1.71,4,8,10600
Cossacks II: Battle for Europe,80,938,"19 Jun, 2006",GSC Game World,"Strategy, War",win,"English, Russian",2.99,"Single-player, Online PvP, Shared/Split Screen PvP, Remote Play Together, Family Sharing",13,3.98,5,62,141000
Security: The Horrible Nights,89,108,"12 Nov, 2024",Professional Villains,"Horror, Story Rich",win,"English, Danish, Simplified Chinese, Japanese, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Thai, Czech, Turkish, Ukrainian",2.99,"Single-player, Steam Achievements, Family Sharing",17,3.78,4,16,9200
Tales Beyond The Tomb - The Farm's Secret,75,85,"22 Dec, 2024",616 GAMES,"Adventure, Action",win,"English, French, German, Portuguese - Brazil, Spanish - Latin America",2.99,"Single-player, Steam Achievements, Family Sharing",13,2.29,3,2,3300
Pile Up!,78,678,"2 Jun, 2023",Remoob,"Building, Sandbox",win,"English, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Turkish, French, German, Spanish - Spain, Portuguese - Portugal, Russian, Traditional Chinese, Polish",2.99,"Single-player, Steam Achievements, Family Sharing",0,2.3,2,11,75000
Fighters Unleashed,61,90,"28 Dec, 2016",Volens Nolens Games,"Action, Adventure, Fighting",win,"English, Spanish - Spain",2.99,"Single-player, Steam Trading Cards, Family Sharing",10,1.64,2,10,68000
Tiny Robots Recharged,73,67,"9 Sep, 2021",Big Loop Studios,"Adventure, Puzzle",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal, Russian",4.99,"Single-player, Family Sharing",0,3.17,2,4,3000
Zup! 9,95,1711,"24 Jun, 2019",Quiet River,"Puzzle, 2D",win,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese",1.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,4.44,1,23,80000
Silverpine Creek,68,16,"25 Mar, 2025",PHANTOM TOAST,"Simulation, Horror",win,"English, German, Japanese, Korean, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Turkish",3.99,"Single-player, Steam Achievements, Family Sharing",17,1.93,2,2,1100
Kraken City,73,101,"10 Dec, 2024",nStarcube,"Sexual Content, Anime, Realistic",win,"English, French, Italian, German, Spanish - Spain, Russian, Vietnamese, Japanese, Simplified Chinese, Traditional Chinese, Thai, Turkish, Portuguese - Brazil, Polish, Korean",2.99,"Single-player, Steam Achievements, Family Sharing",17,2.87,3,3,3900
Zup! X,96,6260,"17 May, 2018",Quiet River,"Puzzle, 2D, Platformer",win,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Greek, Danish, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese, Vietnamese, Spanish - Latin America, Azerbaijani, Albanian, Amharic, Armenian, Assamese, Afrikaans, Basque, Belarusian, Bangla, Bosnian, Valencian, Welsh, Wolof, Galician, Georgian, Gujarati, Dari, Zulu, Hebrew, Igbo, Indonesian, Irish, Icelandic, Yoruba, Kazakh, Kannada, Catalan, Quechua, Kinyarwanda, K'iche', Konkani, Xhosa, Khmer, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Persian, Serbian, Sotho, Sinhala, Sindhi, Slovak, Slovenian, Sorani, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Uzbek, Uyghur, Urdu, Filipino, Hausa, Hindi, Croatian, Cherokee, Scots, Estonian",1.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,3.64,1,12,201000
Nyakori's Rabbit Doll,95,1255,"3 Feb, 2020",赤瞳大白猫,"RPG, Horror, Adventure, Anime",win,"English, Simplified Chinese, Thai, Vietnamese, Korean, Japanese",2.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,4.0,1,12,73000
Aeterna Noctis,77,1407,"14 Dec, 2021",Aeternum Game Studios S.L,"Souls-like, Platformer",win,"English, French, German, Spanish - Spain, Japanese, Russian, Simplified Chinese, Portuguese - Brazil",14.99,"Single-player, Online PvP, Steam Achievements, Steam Cloud, Family Sharing",13,3.88,4,63,75000
Topac Battle,60,20,"25 Jun, 2024",Keep Games,"Automation, Simulation",win,"English, Simplified Chinese, Portuguese - Brazil, Japanese, Spanish - Latin America, Turkish, French",2.49,"Single-player, Steam Achievements, Family Sharing",0,1.62,2,8,1000
Lucius III,53,949,"13 Dec, 2018",Shiver Games,"Adventure, Horror, Puzzle",win,"English, French, German, Spanish - Spain, Finnish, Russian, Simplified Chinese",19.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",17,2.17,2,7,86000
Day of Dragons,69,5773,"5 Dec, 2019",Beawesome Games,"Early Access, Survival, Open World, Sandbox",win,English,10.49,"MMO, Online PvP, Online Co-op",10,2.19,3,72,218500
Subway Exorcist Girl,83,205,"25 Jan, 2025",纤指游戏,"Horror, Adventure, Roguelike",win,"English, French, German, Spanish - Spain, Russian, Japanese, Polish, Simplified Chinese, Korean, Portuguese - Brazil",2.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.0,1,4,8300
Slime 3K: Rise Against Despot,80,1361,"31 Oct, 2024",Konfa Games,"Action, Roguelike, Shooter, RPG","win, mac, linux","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Portuguese - Brazil",2.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,4.0,3,20,124100
Nightmare of Decay,96,3678,"3 May, 2022",Checkmaty,"Action, FPS, Survival, Horror",win,"English, French, Polish, Russian, Simplified Chinese, Traditional Chinese, Spanish - Latin America, Portuguese - Brazil, Italian, German, Czech, Hungarian, Turkish, Norwegian, Swedish",4.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.6,3,2,192000
Mira and the Mysteries of Alchemy,72,118,"16 Oct, 2020",dieselmine,"RPG, Sexual Content, Anime",win,"English, Japanese, Simplified Chinese",2.0,"Single-player, Steam Cloud, Family Sharing",17,2.33,2,3,16000
Pocket Idler: Fishing Pond,84,53,"2 May, 2024",Inner Realm Studios,"2D, Cute",win,English,1.99,"Single-player, Steam Achievements, Family Sharing",0,2.79,3,20,3000
AdVenture Capitalist,87,59117,"30 Mar, 2015",Hyper Hippo Games,"Management, Automation, 2D","win, mac, linux",English,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0,3.04,1,67,6060000
Genesis Survivors,81,74,"10 Dec, 2024",Aeternum Game Studios S.L,"Early Access, RPG, Action, Roguelike",win,"English, Spanish - Spain, French, German, Simplified Chinese, Traditional Chinese, Korean, Japanese, Portuguese - Brazil, Russian",2.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,2.75,3,5,3000
Doll Impostor,94,808,"29 Mar, 2024",David Gallardo,"Strategy, Action, Adventure, Simulation",win,"English, Spanish - Spain, Spanish - Latin America, French, Italian, German, Bulgarian, Czech, Simplified Chinese, Traditional Chinese, Korean, Danish, Finnish, Greek, Dutch, Hungarian, Indonesian, Japanese, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese, Arabic",4.49,"Single-player, Online PvP, Online Co-op, Steam Achievements, VR Supported, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",17,4.19,2,19,34500
Bloobs Adventure Idle,85,301,"15 Jul, 2024",Bloobs_Dev,"RPG, 2D, Cute, Crafting",win,English,4.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,3.71,4,80,9200
Night Slashers: Remake,57,85,"26 Sep, 2024",Storm Trident S.A.,"2D, Action, Adventure, Fighting",win,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Portugal, Traditional Chinese, Korean",5.79,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Remote Play Together, Family Sharing",13,1.6,3,2,3500
Melvor Idle,90,13313,"18 Nov, 2021",Games by Malcs,"RPG, 2D, Automation, Adventure","win, mac, linux","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish",6.29,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,3.73,4,80,1030000
The Crooked Man,92,1027,"16 Jan, 2018",Uri Games,"2D, Horror, Story Rich, Anime",win,"English, Japanese, Traditional Chinese, Korean, Simplified Chinese",1.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.71,2,14,74000
Nosferatu: The Wrath of Malachi,90,1393,"21 Oct, 2003",Idol FX,"Horror, Action, FPS",win,English,1.99,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.12,3,11,235000
The Witcher 3: Wild Hunt,96,761599,"18 May, 2015",CD PROJEKT RED,"Open World, RPG, Story Rich, Adventure, Fantasy",win,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Hungarian, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Turkish, Simplified Chinese, Spanish - Latin America",29.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing",17,4.72,3,80,28070000
YORG.io,90,569,"23 May, 2019",Tobias Springer,"Strategy, Building",win,"English, German, French, Italian, Spanish - Spain, Arabic, Czech, Danish, Dutch, Greek, Hungarian, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Traditional Chinese, Turkish",2.49,"Single-player, Steam Cloud, Family Sharing",0,4.25,4,67,86000
Just Cause,66,4201,"22 Sep, 2006",Avalanche Studios,"Action, Open World, Shooter",win,"English, French, German, Italian, Spanish - Spain",5.49,"Single-player, Family Sharing",17,3.09,3,18,1340000
Seven Kingdoms 2 HD,83,313,"5 Feb, 2015",Enlight Software Limited,"Strategy, Simulation, Management",win,English,9.99,"Single-player, Family Sharing",13,3.63,5,71,76000
The Lament of a Lifeless Star,95,23,"16 Jan, 2024","TALESSHOP Co., Ltd.","Visual Novel, Anime, Story Rich",win,"English, Korean",5.79,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,4.6,1,13,1000
Grave Keeper,47,70,"29 Mar, 2019",Baldur Games,"Adventure, RPG, Roguelike, Combat",win,"English, French, Italian, Spanish - Spain, Simplified Chinese, Korean, Polish, Portuguese - Portugal, Russian, Turkish",5.79,"Single-player, Steam Achievements, Family Sharing",13,1.18,2,4,5000
Propagation: Paradise Hotel,87,575,"4 May, 2023",WanadevStudio,"Action, Survival, Horror, FPS",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Polish",10.49,"Single-player, Tracked Controller Support, VR Only, Family Sharing",17,3.67,3,4,45000
FatalZone,68,2104,"17 Sep, 2024",Midhard Games,"Action, Roguelike, Survival, RPG",win,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese",3.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,1.33,3,67,111700
Call of Cthulhu®,79,9574,"30 Oct, 2018",Cyanide Studio,"Horror, RPG, Adventure, Story Rich",win,"English, French, Italian, German, Spanish - Spain, Czech, Portuguese - Brazil, Russian, Simplified Chinese, Polish, Japanese, Korean",13.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.06,2,11,1030000
Utopia Must Fall,95,735,"9 Sep, 2024",Pixeljam,"Early Access, Roguelike, Building","win, mac",English,3.99,"Single-player, Steam Achievements, Family Sharing",0,4.21,4,33,34000
Nobodies: Silent Blood,91,24,"10 Oct, 2024",Blyts,"Adventure, Strategy, Puzzle","win, mac, linux","English, French, Italian, German, Japanese, Korean, Portuguese - Brazil, Russian, Spanish - Latin America",3.99,"Single-player, Steam Achievements, Family Sharing",13,3.62,1,14,1000
The Escapists: The Walking Dead,62,693,"30 Sep, 2015",Team17 Digital Ltd,"Survival, Pixel Graphics, 2D, RPG","win, mac, linux","English, French, German, Spanish - Spain, Russian, Italian, Portuguese - Brazil",9.29,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",13,3.29,5,26,136700
The King's Bird,74,336,"23 Aug, 2018",Serenity Forge,"Action, Platformer",win,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Spanish - Latin America",19.99,"Single-player, Steam Achievements, Remote Play on TV, Family Sharing",0,2.69,3,9,159000
Demon Queen Melissa,84,86,"21 Jan, 2023",Acerola,"RPG, Sexual Content, Anime",win,"English, Japanese, Simplified Chinese",2.0,"Single-player, Steam Cloud, Family Sharing",17,3.43,3,21,8700
DOOM 64,93,7048,"20 Mar, 2020",id Software,"Action, FPS",win,"English, French, Italian, German, Spanish - Spain",2.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.82,3,13,594900
Dream Cage,68,161,"6 Feb, 2025",Hitori De Productions,"Horror, Simulation",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Turkish",4.49,"Single-player, Steam Achievements, Family Sharing",17,3.15,3,8,6500
Taiko no Tatsujin: Rhythm Festival,86,786,"7 Nov, 2024",Bandai Namco Amusement Lab Inc.,"Cute, Anime",win,"English, Japanese, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean",32.99,"Single-player, Online PvP, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Steam Leaderboards, Family Sharing",0,2.75,2,8,43900
